repo	version	path	tool_id	sha256
anmoljh/activity_predict	cea1634edfd8	predict_activity.xml	predict_activity	63dc48dbc5319970f8513476bece29d3b508a989bc54f0d6b2386dbcc79bebed
anmoljh/align_and_estimate_abundance	5587e12bd075	align_and_estimate_abundance.xml	align_and_estimate_abundance	d6210ea58871d77eb2ac5ab282b1049802ea48c02669cc3a2a4404018299b6ce
anmoljh/candidate_compound_select	1de0e9f0367d	select_compound.xml	candidate_compound_selector	033b0e1070f77f41515e46c95d17008e26abc0a188a08da0b037f0f243952dce
anmoljh/compound_id_extract	a45e6db3fdf0	extract_compound_id.xml	extract_compound_id	6605656b057684366eb1f73f6c76bc2b14fdb3b6680517b90a7b39c7a8cef390
anmoljh/csv_to_rdata	49d7eb9e1092	csv2rdata.xml	csv2rdata	0637744b5e89897c15a753a0b1067e805ecb75553ac63120079d04c1aa02d3cd
anmoljh/feature_selection	f3aeeb15d4cc	feature_selection.xml	feature_selection	24195f7b6d177701fad667917e7595ffbb919f97f296b696544a73cf53c932af
anmoljh/insilico_read_normalization	f0bd0c42eb2e	insilico_read_normalization.xml	insilico_read_nomalization	cc00d6e8b65122c3e0e36ca2115f7013f7f6dad179c64ec21b3f6ed2ec4531ed
anmoljh/mayatool_extract	ae1ad90ca587	ExtractFromSDFiles.xml	ExtractFromSDFiles	adf747d7d0e90064e3b37b10ea4431982c0d9d3d474eb832c05d7d826f0a1831
anmoljh/padel_descriptor_calculation	d35153edd310	PaDEL-descriptor.xml	padel_descriptor	61d56505d8cfc2743a846877f14fab507d51d1517204dc30ad3063070020286b
anmoljh/rcaret_classification_model	247d404ffbcf	model_building.xml	rcaret_classification_model	a7fbab3d67c1fb39fad2f2666391ad80e96d5af1077e627bc37c5b2ed63c4c51
anmoljh/redundant_entries_remove	6fd1efe69a78	remove_redundant_entries.xml	remove_reduandant_entries	f6b335001500e324b538d5745ce3191cb7b851e8d5558e294b00c1217d4434f4
anmoljh/trinityrnaseq	0a576a57a9eb	trinity.xml	trinityrnaseq	0fec65c4daaa3559991c5d3ee90ed0448c5579d1fa2f63a74fda75b5f43de869
anmoljh/trinitystats	8fd7b0c6ec0e	trinityStats.xml	id_trinity_stats	ee7ac6d341eb8ca538c1e942d8b6c58a4a80b5ecacff52d0184b6077086b941a
antmarge/compgenes	2efae0932a7a	compGenes.xml	compGenes	6dfae0227e45b07a16afaeb4b0ab1c3c5f5dbbf8385c1a2152d224f383e7bc6f
antmarge/compregions	088c679fb58a	compRegions.xml	compRegions	189dff3b628d7b40a0612dd332bf8206b5486690a6a8b1e95187a7284f4f50f8
antmarge/compstrains	8ea6bb9da985	compStrains.xml	compStrains	9e7695c5b63bf9efafce609d3acb88ebd500e79c04960d869c0fb9ba62f8d0d8
antmarge/dataoverview	80205e898861	dataOverview.xml	dataOverview	dc9bea3efb7bb5a0dcfaccac07cbc972092a97aa2ee8068cfc02f4482eb19ddb
antmarge/regionfitness	2655e8056329	regionFitness.xml	regionFitness	4643b378edd13d76772a4c2bdac17ef399a27bbbed8978e67948110c82697f59
